"State","BeerName","ABV","IBU","Style","BreweryName","lat","long"
"VT","Heady Topper",0.08,120,"American Double / Imperial IPA","The Alchemist","44.2597","-72.575"
"VT","Elder Betty",0.055,13,"Hefeweizen","Magic Hat Brewing Company","44.2597","-72.575"
"VT","Gose",0.046,8,"Gose","Lost Nation Brewing","44.2597","-72.575"
"VT","Just IPA",0.046,45,"American IPA","The Just Beer Project","44.2597","-72.575"
"VT","Long Trail IPA",0.059,42,"English India Pale Ale (IPA)","Long Trail Brewing Company","44.2597","-72.575"
"VT","Blackbeary Wheat",0.04,8,"Fruit / Vegetable Beer","Long Trail Brewing Company","44.2597","-72.575"
"VT","Double Bag",0.072,33,"Altbier","Long Trail Brewing Company","44.2597","-72.575"
"VT","#9",0.051,20,"Fruit / Vegetable Beer","Magic Hat Brewing Company","44.2597","-72.575"
"VT","Overgrown American Pale Ale",0.055,55,"American Pale Ale (APA)","Otter Creek Brewing","44.2597","-72.575"
"VT","Hodad Porter",0.055,30,"American Porter","Fiddlehead Brewing Company","44.2597","-72.575"
"VT","Vermont Pilsner",0.048,20,"German Pilsener","Lost Nation Brewing","44.2597","-72.575"
"VT","#9",0.051,20,"Fruit / Vegetable Beer","Magic Hat Brewing Company","44.2597","-72.575"
"VT","Long Trail Ale (1)",0.046,30,"Altbier","Long Trail Brewing Company","44.2597","-72.575"
"VT","Fresh Slice White IPA",0.055,45,"American White IPA","Otter Creek Brewing","44.2597","-72.575"
"VT","Second Fiddle",0.082,80,"American Double / Imperial IPA","Fiddlehead Brewing Company","44.2597","-72.575"
"WA","Trailhead ISA",0.048,48,"American IPA","Two Beers Brewing Company","47.0425","-122.893"
"WA","Long Hammer IPA",0.065,44,"American IPA","Redhook Brewery","47.0425","-122.893"
"WA","Supergoose IPA",0.069,67,"American IPA","Hale's Ales","47.0425","-122.893"
"WA","Trailhead India Style Session Ale (2011)",0.048,48,"American IPA","Two Beers Brewing Company","47.0425","-122.893"
"WA","Filthy Hoppin' IPA",0.065,72,"American IPA","Dirty Bucket Brewing Company","47.0425","-122.893"
"WA","Long Hammer IPA",0.065,44,"American IPA","Redhook Brewery","47.0425","-122.893"
"WA","Hilliard's Pils",0.055,34,"Czech Pilsener","Hilliard's Beer","47.0425","-122.893"
"WA","British Pale Ale",0.054,30,"English Pale Ale","7 Seas Brewing Company","47.0425","-122.893"
"WA","Immersion Amber Ale (2011)",0.052,27,"American Amber / Red Ale","Two Beers Brewing Company","47.0425","-122.893"
"WA","Three Skulls Ale Pale Ale",0.063,42,"American Pale Ale (APA)","Northwest Brewing Company","47.0425","-122.893"
"WA","Evolutionary IPA (2011)",0.062,70,"American IPA","Two Beers Brewing Company","47.0425","-122.893"
"WA","Field 41 Pale Ale",0.044,38,"American Pale Ale (APA)","Bale Breaker Brewing Company","47.0425","-122.893"
"WA","Interurban IPA",0.065,80,"American IPA","Fremont Brewing Company","47.0425","-122.893"
"WA","Pre Flight Pilsner",0.052,33,"American Pilsner","Airways Brewing Company","47.0425","-122.893"
"WA","Universale Pale Ale",0.056,30,"American Pale Ale (APA)","Fremont Brewing Company","47.0425","-122.893"
"WA","Desolation IPA",0.062,43,"American IPA","Amnesia Brewing Company","47.0425","-122.893"
"WA","British Pale Ale (2010)",0.054,30,"English Pale Ale","7 Seas Brewing Company","47.0425","-122.893"
"WA","The 12th Can™",0.045,32,"American Pale Ale (APA)","Hilliard's Beer","47.0425","-122.893"
"WA","Copper Hook (2011)",0.058,27,"American Amber / Red Ale","Redhook Brewery","47.0425","-122.893"
"WA","Hilliard's Saison",0.066,30,"Saison / Farmhouse Ale","Hilliard's Beer","47.0425","-122.893"
"WA","Topcutter India Pale Ale",0.068,70,"American IPA","Bale Breaker Brewing Company","47.0425","-122.893"
"WA","SoDo Brown Ale",0.054,20,"American Brown Ale","Two Beers Brewing Company","47.0425","-122.893"
"WA","Oatmeal PSA",0.05,35,"American Pale Ale (APA)","Airways Brewing Company","47.0425","-122.893"
"WA","Evolutionary IPA (2012)",0.062,70,"American IPA","Two Beers Brewing Company","47.0425","-122.893"
"WA","Maylani's Coconut Stout",0.053,35,"American Stout","Airways Brewing Company","47.0425","-122.893"
"WA","Persnickety Pale",0.057,36,"American Pale Ale (APA)","Two Beers Brewing Company","47.0425","-122.893"
"WA","Day Hike Session",0.041,41,"American IPA","Two Beers Brewing Company","47.0425","-122.893"
"WA","Hilliard's Blonde",0.049,20,"American Blonde Ale","Hilliard's Beer","47.0425","-122.893"
"WA","Hilliard's Amber Ale",0.055,60,"American Amber / Red Ale","Hilliard's Beer","47.0425","-122.893"
"WA","Rude Parrot IPA",0.059,75,"American IPA","7 Seas Brewing Company","47.0425","-122.893"
"WA","Immersion Amber",0.052,27,"American Amber / Red Ale","Two Beers Brewing Company","47.0425","-122.893"
"WA","Harvest Ale",0.065,35,"Saison / Farmhouse Ale","Fremont Brewing Company","47.0425","-122.893"
"WA","Ballz Deep Double IPA",0.084,82,"American Double / Imperial IPA","7 Seas Brewing Company","47.0425","-122.893"
"WA","Fremont Summer Ale",0.065,45,"American Pale Ale (APA)","Fremont Brewing Company","47.0425","-122.893"
"WA","Churchkey Pilsner Style Beer",0.049,29,"American Pilsner","Churchkey Can Company","47.0425","-122.893"
"WA","Little Sister India Style Session Ale",0.043,60,"American IPA","Everybody's Brewing","47.0425","-122.893"
"WA","Evo IPA",0.062,70,"American IPA","Two Beers Brewing Company","47.0425","-122.893"
"WA","Pyramid Hefeweizen (2011)",0.052,18,"Hefeweizen","Pyramid Breweries","47.0425","-122.893"
"WA","Country Boy IPA",0.062,80,"American IPA","Everybody's Brewing","47.0425","-122.893"
"WA","Haywire Hefeweizen (2010)",0.052,18,"Hefeweizen","Pyramid Breweries","47.0425","-122.893"
"WA","P-51 Porter",0.08,31,"American Porter","Wingman Brewers","47.0425","-122.893"
"WA","Ace IPA",0.074,83,"American IPA","Wingman Brewers","47.0425","-122.893"
"WA","Dottie Seattle Lager",0.049,25,"American Amber / Red Lager","Emerald City Beer Company","47.0425","-122.893"
"WI","Louie’s Demise Immort-Ale (2010)",0.051,24,"American Amber / Red Ale","Milwaukee Brewing Company","43.0667","-89.4"
"WI","#004 Session I.P.A.",0.048,38,"American IPA","Wisconsin Brewing Company","43.0667","-89.4"
"WI","Point Special Lager",0.047,9,"American Adjunct Lager","Stevens Point Brewery","43.0667","-89.4"
"WI","Boathouse Blonde",0.049,15,"American Blonde Ale","Geneva Lake Brewing Company","43.0667","-89.4"
"WI","Flaming Damsel Lager (2010)",0.048,18,"Vienna Lager","Milwaukee Brewing Company","43.0667","-89.4"
"WI","Dark Voyage Black IPA (2013)",0.065,80,"American Black Ale","Capital Brewery","43.0667","-89.4"
"WI","Special Amber",0.05,22,"Vienna Lager","Sprecher Brewing Company","43.0667","-89.4"
"WI","No Wake IPA",0.072,50,"American IPA","Geneva Lake Brewing Company","43.0667","-89.4"
"WI","Mutiny IPA",0.062,70,"American IPA","Capital Brewery","43.0667","-89.4"
"WI","Ghost Ship White IPA",0.056,55,"American IPA","Capital Brewery","43.0667","-89.4"
"WI","Point Special (Current)",0.047,9,"American Adjunct Lager","Stevens Point Brewery","43.0667","-89.4"
"WI","#002 American I.P.A.",0.071,60,"American IPA","Wisconsin Brewing Company","43.0667","-89.4"
"WI","Lake House",0.046,18,"Munich Helles Lager","Capital Brewery","43.0667","-89.4"
"WI","Slow Hand Stout",0.052,29,"American Stout","Lucette Brewing Company","43.0667","-89.4"
"WI","Lake House",0.046,18,"Munich Helles Lager","Capital Brewery","43.0667","-89.4"
"WI","Point Nude Beach Summer Wheat (2010)",0.05,7,"American Pale Wheat Ale","Stevens Point Brewery","43.0667","-89.4"
"WI","Louie's Demise Amber Ale",0.051,24,"American Amber / Red Ale","Milwaukee Brewing Company","43.0667","-89.4"
"WI","Wisco Disco",0.051,31,"American Amber / Red Ale","Stillmank Beer Company","43.0667","-89.4"
"WI","Booyah Farmhouse Ale",0.065,20,"Saison / Farmhouse Ale","Milwaukee Brewing Company","43.0667","-89.4"
"WI","Cedar Point",0.05,26,"American Amber / Red Ale","Geneva Lake Brewing Company","43.0667","-89.4"
"WI","Wisconsin Amber",0.052,28,"Vienna Lager","Capital Brewery","43.0667","-89.4"
"WI","Point Special",0.047,9,"American Adjunct Lager","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Cascade Pale Ale (2013)",0.054,33,"American Pale Ale (APA)","Stevens Point Brewery","43.0667","-89.4"
"WI","Special Amber",0.05,22,"Vienna Lager","Sprecher Brewing Company","43.0667","-89.4"
"WI","Point Special",0.047,9,"American Adjunct Lager","Stevens Point Brewery","43.0667","-89.4"
"WI","Onyx Black Ale",0.052,9,"American Black Ale","Stevens Point Brewery","43.0667","-89.4"
"WI","Hop Freak",0.087,80,"American Double / Imperial IPA","Milwaukee Brewing Company","43.0667","-89.4"
"WI","Point Nude Beach Summer Wheat",0.05,7,"American Pale Wheat Ale","Stevens Point Brewery","43.0667","-89.4"
"WI","2012 Black Ale",0.054,32,"American Brown Ale","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Amber Classic",0.047,14,"American Amber / Red Lager","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Cascade Pale Ale",0.054,33,"American Pale Ale (APA)","Stevens Point Brewery","43.0667","-89.4"
"WI","Laka Laka Pineapple",0.051,17,"Hefeweizen","Horny Goat Brew Pub","43.0667","-89.4"
"WI","Point Special (2012)",0.047,9,"American Adjunct Lager","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Special (2013)",0.047,9,"American Adjunct Lager","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Oktoberfest",0.057,15,"Märzen / Oktoberfest","Stevens Point Brewery","43.0667","-89.4"
"WI","Hop Happy",0.075,51,"American IPA","Milwaukee Brewing Company","43.0667","-89.4"
"WI","Point Oktoberfest",0.057,15,"Märzen / Oktoberfest","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Nude Beach Summer Wheat",0.052,7,"American Pale Wheat Ale","Stevens Point Brewery","43.0667","-89.4"
"WI","Beyond The Pale IPA",0.063,64,"American IPA","Stevens Point Brewery","43.0667","-89.4"
"WI","Three Kings Ale",0.049,13,"Kölsch","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Nude Beach Summer Wheat (2011)",0.05,7,"American Pale Wheat Ale","Stevens Point Brewery","43.0667","-89.4"
"WI","Point Special Lager",0.047,9,"American Adjunct Lager","Stevens Point Brewery","43.0667","-89.4"
"WV","Wild Trail Pale Ale",0.057,44,"American Pale Ale (APA)","Greenbrier Valley Brewing Company","38.3472","-81.6333"
"WV","Mothman Black IPA",0.067,71,"American Black Ale","Greenbrier Valley Brewing Company","38.3472","-81.6333"
"WY","Saddle Bronc Brown Ale (2013)",0.048,16,"English Brown Ale","The Black Tooth Brewing Company","41.1456","-104.802"
"WY","Pako’s EyePA",0.068,60,"American IPA","Snake River Brewing Company","41.1456","-104.802"
"WY","Bomber Mountain Amber Ale (2013)",0.046,20,"American Amber / Red Ale","The Black Tooth Brewing Company","41.1456","-104.802"
"WY","OB-1 Organic Ale",0.05,22,"English Brown Ale","Snake River Brewing Company","41.1456","-104.802"
"WY","Snow King Pale Ale",0.06,55,"American Pale Ale (APA)","Snake River Brewing Company","41.1456","-104.802"
"WY","Zonker Stout",0.054,36,"Foreign / Export Stout","Snake River Brewing Company","41.1456","-104.802"
"WY","Saddle Bronc Brown Ale",0.048,16,"American Brown Ale","Black Tooth Brewing Company","41.1456","-104.802"
"WY","Snake River Pale Ale",0.052,32,"American Pale Ale (APA)","Snake River Brewing Company","41.1456","-104.802"
"WY","Indian Paintbrush IPA",0.07,75,"American IPA","The Black Tooth Brewing Company","41.1456","-104.802"
"WY","Bomber Mountain Amber Ale",0.046,20,"American Amber / Red Ale","Black Tooth Brewing Company","41.1456","-104.802"
"WY","Snake River Lager",0.05,18,"Vienna Lager","Snake River Brewing Company","41.1456","-104.802"
"WY","Wagon Box Wheat Beer",0.059,15,"American Pale Wheat Ale","The Black Tooth Brewing Company","41.1456","-104.802"
